17457,0,2328760051,Thu Jun 25 09:57:37 PDT 2009,NO_QUERY,CBrittMaria,aww farrah passed away 
18012,0,2328967363,Thu Jun 25 10:11:43 PDT 2009,NO_QUERY,NoNamesJustLo,If I had the funds I would get up and runaway to the beach for a few days...I need it 
17948,0,2328946605,Thu Jun 25 10:10:17 PDT 2009,NO_QUERY,Leanne01,Rest in Peace Farrah 
7086,0,2325154716,Thu Jun 25 04:53:09 PDT 2009,NO_QUERY,missrenne,"@maialee @Change_for_Iran has tweeted again, thankfully. I was so worried. "
15511,0,2327965269,Thu Jun 25 09:00:23 PDT 2009,NO_QUERY,nechell89,@SilkDark i dont know because I got it through the Y.E.L.L. Summer Program and you had to apply for it in May so I think its too late 
26686,4,1469131401,Tue Apr 07 05:19:33 PDT 2009,NO_QUERY,chaucee,going to class but not feeling too good.  then heading home for the surprise! i love surprises 
6620,0,2325040210,Thu Jun 25 04:38:01 PDT 2009,NO_QUERY,RaiAkira,"At home, bored.  Waiting for Akasuki to come home. "
2525,0,2324036938,Thu Jun 25 02:07:14 PDT 2009,NO_QUERY,whereislena,I don't want either of the girls to go home  Kinda sad. #masterchef
18842,4,1467863291,Mon Apr 06 22:33:29 PDT 2009,NO_QUERY,maybeCarly,@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 
21880,4,1468353675,Tue Apr 07 01:09:18 PDT 2009,NO_QUERY,PaulCarterJr,@JeffMitchell  Perhaps we need em more often!  LOL
13721,0,2327245667,Thu Jun 25 08:06:11 PDT 2009,NO_QUERY,bengillam,im quite surprised that only one of my 280 followers gives a cr*p about cirvical cancer... 
28101,4,1469503464,Tue Apr 07 06:34:49 PDT 2009,NO_QUERY,deversum,"@Frassington Crisis averted now, pesky ketchup was eated  Next time I'm gonna make toast "
2184,0,2323959605,Thu Jun 25 01:55:41 PDT 2009,NO_QUERY,WollemiPine,@BugJemm Would love a third cat but the house is too small 
7682,0,2325301026,Thu Jun 25 05:10:58 PDT 2009,NO_QUERY,pinkedgloss,http://twitpic.com/8d5lr - Scamp is aggressive and my nightie is torn  haha
6729,0,2325069656,Thu Jun 25 04:42:00 PDT 2009,NO_QUERY,MissCriss,creepy guy who peers into the newsroom window... not cool 
13035,0,2326993144,Thu Jun 25 07:46:46 PDT 2009,NO_QUERY,deeeelasoul,@NaythenCash I miss my imeem app 
21121,4,1468251479,Tue Apr 07 00:33:06 PDT 2009,NO_QUERY,pauloflaherty,TIme to head off and start another day of work.. hope ya'll have a good one.. catch you when I return 
16185,0,2328235895,Thu Jun 25 09:20:04 PDT 2009,NO_QUERY,anibunny,*Sighs.* My &quot;communication&quot; card isn't working today.  
9865,0,2325911621,Thu Jun 25 06:15:45 PDT 2009,NO_QUERY,neglectdhusband,"@secret_thoughts I'm more than a bit stressed TBH. Too much work and not enough space between it, Mrs NH or small NH  "
8544,0,2325527289,Thu Jun 25 05:36:53 PDT 2009,NO_QUERY,girlchic,making scary ivideos with @ashlass &gt; studying for exams  Not looking forward to this one.
23334,4,1468558595,Tue Apr 07 02:24:30 PDT 2009,NO_QUERY,crearie,Had a good start today! 
8175,0,2325425637,Thu Jun 25 05:25:37 PDT 2009,NO_QUERY,ashlynnx3,Being at edison is like being back in high school. I miss UCF 
8621,0,2325547330,Thu Jun 25 05:39:04 PDT 2009,NO_QUERY,julesw_07,headache 
7310,0,2325207737,Thu Jun 25 04:59:59 PDT 2009,NO_QUERY,Starrrboy,work. work. work.  clients are sometimes very chaotic...
19170,4,1467933536,Mon Apr 06 22:52:48 PDT 2009,NO_QUERY,josephinechang,"@willkuhn Granular synth tutorial = cute  Oh, and very informative, too."
27353,4,1469292458,Tue Apr 07 05:54:39 PDT 2009,NO_QUERY,alissakaye,Just woke up! Gotta get ready &amp; go to class! 
21835,4,1468351633,Tue Apr 07 01:08:31 PDT 2009,NO_QUERY,djRanga,feling lucky ..coz my name wasn't mentioned in the mail 
4505,0,2324543363,Thu Jun 25 03:25:37 PDT 2009,NO_QUERY,wolle30,break 40 minutes internet for rest of the day 
20345,4,1468129923,Mon Apr 06 23:52:43 PDT 2009,NO_QUERY,rockhoppersuk,Feeling a bit better this morning - J let us lie in until 7:30 which was nice but means I am now rushing to get into work 
1636,0,2323817547,Thu Jun 25 01:33:35 PDT 2009,NO_QUERY,Kris_A,@manfredmelo hello!!!! did you sent the cold weather for this side of the atlantic? it doesn't look like summer up here 
25552,4,1468903088,Tue Apr 07 04:19:38 PDT 2009,NO_QUERY,petermalone,It's one of the perks of working for the NYSE Ger! 
11167,0,2326325698,Thu Jun 25 06:52:58 PDT 2009,NO_QUERY,na000mii,Rolled my ankle at work last night. Don't know how well I'm going to do with training now.  http://dailymile.com/e/zHX
3109,0,2324189480,Thu Jun 25 02:31:12 PDT 2009,NO_QUERY,tanviswar,@evil_m0nkey okay!!! then why you ask me fool  and i meant like there are more iphone apps than even BB apps so like..yea. theyre fun
4695,0,2324583156,Thu Jun 25 03:31:41 PDT 2009,NO_QUERY,schizoslayer,@DeanJamesSmith And I was hoping for a video of some shark throwing action  Boo! (Although internet nerdrage is always funny)
15164,0,2327831762,Thu Jun 25 08:50:29 PDT 2009,NO_QUERY,jescheco,On the way to Summerfest. Dont want to be a bitch anymore. 
20393,4,1468132191,Mon Apr 06 23:53:31 PDT 2009,NO_QUERY,ambarhamid,@mariannemarlow Hehe Watch out for it tho  Have a great morning at your end...
6118,0,2324919125,Thu Jun 25 04:21:21 PDT 2009,NO_QUERY,vintagy,@mydc fkkk you man 
5346,0,2324732149,Thu Jun 25 03:54:41 PDT 2009,NO_QUERY,eddiecurry,back in the office now 
18413,0,2329143315,Thu Jun 25 10:24:05 PDT 2009,NO_QUERY,mrskessler,ack- it's raining!  I guess that means I'm not hiking up Sleeping Giant today 
25703,4,1468936070,Tue Apr 07 04:29:07 PDT 2009,NO_QUERY,Hollywood_Trey,@shalinique LOL!!! Twitter in IMAX in 3D tho? 
6771,0,2325082393,Thu Jun 25 04:43:45 PDT 2009,NO_QUERY,ninebucks,There's a fly buzzing around me.  I wish Barack Obama was here.
19920,4,1468055770,Mon Apr 06 23:28:49 PDT 2009,NO_QUERY,mattley23,"is very excited, SkyHD is coming today "
22115,4,1468392854,Tue Apr 07 01:23:35 PDT 2009,NO_QUERY,tarniecullen,"@kaylee110 well, you are pretty!! "
21789,4,1468349142,Tue Apr 07 01:07:38 PDT 2009,NO_QUERY,chriggis,@hungryworship does that mean you're going to kill the eggs...die 
5428,0,2324750792,Thu Jun 25 03:57:27 PDT 2009,NO_QUERY,LHC_Jewellery,@ClaireHammond im good thanks - fighting off todays hayfever 
