0,2323411322,Thu Jun 25 00:34:59 PDT 2009,NO_QUERY,TammyLynn_17,PS...I don't know how to twitter from my phone. 
0,2323411428,Thu Jun 25 00:35:00 PDT 2009,NO_QUERY,irenex33,@omgits_yu oh  Did Newkirk say that to you? D:
0,2323411442,Thu Jun 25 00:35:00 PDT 2009,NO_QUERY,Kallummm,On bus Its time for school 
0,2323411815,Thu Jun 25 00:35:03 PDT 2009,NO_QUERY,ruby,"Wow, Palm Pre support pages look like ass on the #PalmPre. "
0,2323412019,Thu Jun 25 00:35:04 PDT 2009,NO_QUERY,sfgiantsgirl,"@AK618 LOL omg that was so cute!! I'm glad I watched that game on tv, I hate how I miss things like that when I actually GO to the game "
0,2323412359,Thu Jun 25 00:35:06 PDT 2009,NO_QUERY,hanjonasxo,"i said im so much better witout u , but it just anthr pretty lie cuz i breakdown evrtime u came around  - @ddlovato"
0,2323412891,Thu Jun 25 00:35:10 PDT 2009,NO_QUERY,Avonstade,I'm goin to L.A. tomorrow night....have to leave my puppies    I don't how I'm going to deal. BUT I'M GOING TO THE BEACH!!! I will deal!
0,2323413693,Thu Jun 25 00:35:16 PDT 2009,NO_QUERY,bgermainx,Missing @beauknows @ericthefall @jwrath @matttraynor @MRivadercho way too much right now 
0,2323414007,Thu Jun 25 00:35:18 PDT 2009,NO_QUERY,Raulbot,Listening to pop ballads is amazing.  Good times tonight with some great friends. I'm gonna miss alot of people in a few days 
0,2323414651,Thu Jun 25 00:35:23 PDT 2009,NO_QUERY,Boffbowsh,@ruth_siobhan ffs 
0,2323415111,Thu Jun 25 00:35:26 PDT 2009,NO_QUERY,luked_26,@AndrewBoland whats tuesday? 
0,2323415130,Thu Jun 25 00:35:27 PDT 2009,NO_QUERY,jelliesim,@alexapastrana chicas!! i miss you all! 
0,2323415234,Thu Jun 25 00:35:28 PDT 2009,NO_QUERY,qjw,@spEstrella if you have anymore questions just tweet or txt me tomorrow i'm going to bed i have work @ 12  gnitee girl &lt;3
0,2323415328,Thu Jun 25 00:35:28 PDT 2009,NO_QUERY,SisiNike,@DJYoungFresh i'm up. But no energy 
0,2323415369,Thu Jun 25 00:35:29 PDT 2009,NO_QUERY,smileyeewing,the bestie is on her way back home while I'm on my way to my final paper  Oh dear LDRs 
0,2323416075,Thu Jun 25 00:35:34 PDT 2009,NO_QUERY,kwylo,"Sad I can't go to PTUB tomorrow, especially when it's opposite my office "
0,2323416262,Thu Jun 25 00:35:36 PDT 2009,NO_QUERY,dalzdalz,@kYLIEEZ yep i'm coming tomorrow cos i gotta hand in my logbook and i have the history test 
0,2323416383,Thu Jun 25 00:35:37 PDT 2009,NO_QUERY,vulcanella,"@cupcake79 i'm just coming straight home, and shane knows. Stuck at work "
0,2323417222,Thu Jun 25 00:35:44 PDT 2009,NO_QUERY,Julia2u,Getting MADDER b/c having trouble getting in Twitter's &quot;Tweetdeck&quot; platform from my desktop! GRR! Have to tweet from the website instead 
0,2323418358,Thu Jun 25 00:35:53 PDT 2009,NO_QUERY,sariitasmile,i miss you 
0,2323418410,Thu Jun 25 00:35:53 PDT 2009,NO_QUERY,Roses_Are_Red,@nearvanna oh that's too bad  :O! Don't get me started on products you can smell offgassing! I used to be allergic Scary stuff!!
0,2323418828,Thu Jun 25 00:35:57 PDT 2009,NO_QUERY,itstinystar,@Nift3 well than i must be &quot;uncool&quot; 
0,2323419240,Thu Jun 25 00:36:00 PDT 2009,NO_QUERY,ploppysurrr00,"http://bit.ly/6KItE - New post! Guh, I am so bored. "
0,2323419337,Thu Jun 25 00:36:01 PDT 2009,NO_QUERY,Matteothegreat,this has been the worst day.......  sometimes i really don't like my life.
0,2323419884,Thu Jun 25 00:36:05 PDT 2009,NO_QUERY,mariel46,@dobrock i'm heartbroken.  i saw you when we went to get pizza and then you left me.  i still maintain that you should dm me your number 
0,2323420007,Thu Jun 25 00:36:06 PDT 2009,NO_QUERY,tahliamichelle,just found out that Cody rhodes and ted dibiase are doing autograph signings at hyperdome on 5th July and I can't go cause I have concert 
0,2323420675,Thu Jun 25 00:36:11 PDT 2009,NO_QUERY,ghzayyel,i feel am starting to have karshah 
0,2323420729,Thu Jun 25 00:36:11 PDT 2009,NO_QUERY,Ali_xxxxxx,Aww no ones twiiting 
0,2323420926,Thu Jun 25 00:36:13 PDT 2009,NO_QUERY,tupperweb,Trying to rub my back. It rly hurts 
0,2323421268,Thu Jun 25 00:36:16 PDT 2009,NO_QUERY,X_Xalia_X,dinner with friends. Last time we all go out. 
0,2323421319,Thu Jun 25 00:36:16 PDT 2009,NO_QUERY,gaufre,"@cpedraza yep, me too. That should save me an hour or so. Doesn't mean I'll be sleeping anytime soon, just off the docket. "
0,2323421902,Thu Jun 25 00:36:21 PDT 2009,NO_QUERY,xxFORDIExx,I'm struggling to keep my eyes open this morning 
0,2323422792,Thu Jun 25 00:36:28 PDT 2009,NO_QUERY,RobotGrrl," sooo hot right now, can't sleep "
0,2323423125,Thu Jun 25 00:36:31 PDT 2009,NO_QUERY,molcreep507,Forgot to put in the fridge on the way out today its going to be a sober evening 
0,2323423355,Thu Jun 25 00:36:33 PDT 2009,NO_QUERY,Dumskull,Anybody having trouble with tweetdeck on there pc? Mines just a blank screen 
0,2323423564,Thu Jun 25 00:36:35 PDT 2009,NO_QUERY,pammyouu,I'm hungry. I wish I ate at Chowking before going home 
0,2323423718,Thu Jun 25 00:36:37 PDT 2009,NO_QUERY,brettless,@deathbot without me? 
0,2323424181,Thu Jun 25 00:36:40 PDT 2009,NO_QUERY,Schroedinger99,http://www.rockstarsofscience.org/ - but no Brians Cox/May   @giagia - get on to them forthwith ; )
0,2323424274,Thu Jun 25 00:36:41 PDT 2009,NO_QUERY,ErUpstairs,"@amournoir It's 8:36 here, I'm about to go to work "
0,2323424323,Thu Jun 25 00:36:42 PDT 2009,NO_QUERY,kate_currey,"took robert to the vet, poor little man had a thermometer stuck up his bum and then an injection!! he was cringing in the corner "
